2  2.69742	2.518682e-01	5.564363e-02	2.254198e-02	6.436477e-01	
1  2.1761	3.069370e-01	7.545278e-02	2.251710e-02	5.688236e-01	
6  2.23575	2.606083e-01	5.857999e-02	2.242076e-02	6.322334e-01	
11  3.96092	2.295027e-01	-1.873331e-02	2.259960e-02	7.402655e-01	
2  3.37579	2.393194e-01	3.211677e-02	2.249673e-02	6.798212e-01	
4  2.41114	2.537920e-01	1.944919e-02	2.227215e-02	6.785019e-01	
2  3.30087	2.613486e-01	-1.581223e-02	2.241377e-02	7.059005e-01	
5  2.53418	2.538894e-01	6.431214e-03	2.220498e-02	6.915678e-01	
3  1.98671	2.629111e-01	4.435883e-02	2.241050e-02	6.441739e-01	
2  1.74746	2.780584e-01	5.815173e-02	2.186409e-02	6.164155e-01	
9  5.59976	3.137409e-01	1.966224e-02	2.255130e-02	6.177362e-01	
6  4.87121	2.299203e-01	2.631805e-02	2.213635e-02	6.957985e-01	
3  4.65231	2.330727e-01	-5.095206e-02	2.196382e-02	7.702893e-01	
12  3.66388	2.324989e-01	-9.423014e-03	2.255691e-02	7.280514e-01	
3  4.87126	2.215847e-01	2.142459e-03	2.245218e-02	7.276266e-01	
1  2.7941	2.519716e-01	5.539157e-02	2.243696e-02	6.440235e-01	
4  1.88639	2.644603e-01	4.542058e-02	2.261074e-02	6.411300e-01	
28  1.89851	2.698618e-01	3.372699e-02	2.192198e-02	6.489116e-01	
2  1.77313	2.880065e-01	4.574084e-02	2.209790e-02	6.183726e-01	
13  1.84341	3.057269e-01	1.165257e-01	2.205176e-02	5.299672e-01	
19  2.14857	3.151844e-01	1.378801e-01	2.206156e-02	4.991340e-01	
6  2.34046	3.167935e-01	8.799649e-02	2.238767e-02	5.467032e-01	
2  3.0622	2.593784e-01	6.822587e-02	2.198294e-02	6.247643e-01	
# After 23 accepted steps: update proposal with max(R-1) = 0.777069 and jumping factor = 2.400000 
8  1.66526	2.791559e-01	5.071150e-02	2.217126e-02	6.220939e-01	
2  1.67959	2.759090e-01	6.240592e-02	2.234802e-02	6.132641e-01	
2  1.65897	3.069202e-01	8.603765e-02	2.188486e-02	5.596228e-01	
1  2.17227	3.213394e-01	1.361412e-01	2.182157e-02	4.952370e-01	
12  1.7557	3.121125e-01	8.795473e-02	2.183088e-02	5.526302e-01	
2  2.23398	2.870567e-01	1.035351e-01	2.190097e-02	5.619541e-01	
1  2.11621	3.060697e-01	1.300310e-01	2.204963e-02	5.161236e-01	
2  2.56804	3.176688e-01	1.511420e-01	2.184049e-02	4.838658e-01	
2  2.52702	3.052165e-01	1.400987e-01	2.194357e-02	5.071385e-01	
1  1.82911	2.907459e-01	5.334128e-02	2.233703e-02	6.075156e-01	
2  1.82552	3.038983e-01	1.247230e-01	2.263159e-02	5.223444e-01	
2  1.62416	2.970838e-01	9.582207e-02	2.260236e-02	5.581231e-01	
5  2.17874	3.211572e-01	1.409452e-01	2.220820e-02	4.897790e-01	
5  2.41217	2.547532e-01	1.781353e-02	2.215472e-02	6.794304e-01	
12  1.96408	3.124980e-01	7.144319e-02	2.181817e-02	5.687837e-01	
2  1.78417	3.075175e-01	7.402090e-02	2.191100e-02	5.709858e-01	
2  1.84325	3.143139e-01	9.763652e-02	2.203238e-02	5.403112e-01	
1  2.20635	2.798096e-01	9.845801e-02	2.219885e-02	5.736340e-01	
3  2.18689	2.849788e-01	1.106487e-01	2.230160e-02	5.560519e-01	
1  2.69534	2.932467e-01	1.348297e-01	2.217907e-02	5.238680e-01	
4  1.9397	2.912160e-01	9.765578e-02	2.182545e-02	5.638374e-01	
3  1.66764	2.975975e-01	9.287361e-02	2.185382e-02	5.621766e-01	
2  2.42079	3.344261e-01	1.272605e-01	2.189692e-02	4.908680e-01	
3  1.88422	2.887697e-01	1.084656e-01	2.241224e-02	5.542049e-01	
11  1.9318	3.113575e-01	1.292940e-01	2.241871e-02	5.107746e-01	
4  2.43706	2.861449e-01	1.254466e-01	2.247471e-02	5.397135e-01	
4  3.38565	2.692258e-01	9.420484e-02	2.182498e-02	5.892795e-01	
3  4.55272	3.571577e-01	1.260064e-01	2.224186e-02	4.686446e-01	
