3  22.9498	3.072525e-01	-1.275553e-01	7.719369e-01	
1  16.9574	3.170760e-01	-8.062958e-02	7.151877e-01	
3  12.6114	2.890077e-01	-8.724412e-02	7.498705e-01	
1  11.2237	2.140358e-01	-1.326147e-01	8.702131e-01	
1  4.37946	2.979859e-01	6.099854e-03	6.475483e-01	
2  2.72629	2.613754e-01	7.352173e-02	6.167369e-01	
24  1.99135	2.933707e-01	1.129798e-01	5.452837e-01	
2  2.20249	2.721179e-01	8.193819e-02	5.975780e-01	
7  2.1961	2.672871e-01	6.865788e-02	6.156891e-01	
4  2.66045	3.329103e-01	1.328301e-01	4.858937e-01	
5  2.53104	3.303154e-01	1.447845e-01	4.765342e-01	
1  1.74519	2.941551e-01	9.845636e-02	5.590227e-01	
8  1.93767	2.876253e-01	4.806407e-02	6.159447e-01	
1  3.7088	3.349915e-01	9.130262e-02	5.253400e-01	
5  3.13701	3.230312e-01	7.703665e-02	5.515663e-01	
6  5.19194	2.800802e-01	-2.892909e-02	7.004830e-01	
16  1.83737	3.033972e-01	1.123749e-01	5.358620e-01	
6  1.97163	3.134934e-01	1.159255e-01	5.222152e-01	
# After 18 accepted steps: update proposal with max(R-1) = 0.577071 and jumping factor = 2.400000 
5  1.91406	2.888577e-01	1.026293e-01	5.601471e-01	
1  2.04242	2.799053e-01	9.246029e-02	5.792685e-01	
1  1.83269	2.808852e-01	4.693105e-02	6.238179e-01	
1  2.73444	3.133529e-01	6.660856e-02	5.716727e-01	
2  1.93871	2.937870e-01	5.722893e-02	6.006182e-01	
1  2.88961	2.718690e-01	1.287272e-03	6.784778e-01	
4  1.76232	2.928663e-01	6.667321e-02	5.920946e-01	
2  2.05713	3.160307e-01	1.094881e-01	5.261154e-01	
11  1.6679	2.868708e-01	7.543758e-02	5.893257e-01	
1  2.72069	2.737376e-01	1.026344e-01	5.752622e-01	
1  2.29724	2.608408e-01	5.232000e-02	6.384733e-01	
2  2.62128	2.734655e-01	9.930201e-02	5.788666e-01	
1  3.91724	3.521811e-01	2.057222e-01	3.937308e-01	
3  3.09508	2.445139e-01	2.712008e-02	6.800001e-01	
# After 32 accepted steps: update proposal with max(R-1) = 0.577071 and jumping factor = 2.400000 
3  2.39108	2.563206e-01	3.685753e-02	6.584560e-01	
3  2.56698	2.592406e-01	6.122965e-02	6.311639e-01	
1  2.80804	3.356029e-01	1.612653e-01	4.547658e-01	
1  4.61689	3.670805e-01	2.148281e-01	3.697255e-01	
4  2.25779	3.220115e-01	1.374484e-01	4.921742e-01	
1  2.66374	2.524194e-01	3.978337e-02	6.594313e-01	
1  2.65268	2.898529e-01	1.301072e-01	5.316739e-01	
7  2.1871	3.037495e-01	1.331548e-01	5.147298e-01	
6  2.32983	2.909983e-01	3.793529e-02	6.227005e-01	
1  3.78962	2.872983e-01	6.385884e-04	6.636972e-01	
2  3.09369	3.205391e-01	7.239569e-02	5.586993e-01	
1  3.20147	3.444152e-01	1.499830e-01	4.572359e-01	
1  2.53039	3.305685e-01	1.398920e-01	4.811736e-01	
1  3.02223	3.394498e-01	1.351619e-01	4.770224e-01	
2  3.31644	3.196494e-01	6.462712e-02	5.673576e-01	
2  2.78771	2.923090e-01	2.748153e-02	6.318436e-01	
5  3.75359	2.647545e-01	-2.233766e-02	7.092172e-01	
1  2.38737	2.620606e-01	1.280151e-02	6.767719e-01	
2  3.14531	2.429129e-01	-6.552070e-04	7.093764e-01	
5  1.79522	3.025641e-01	1.076922e-01	5.413778e-01	
1  3.28829	3.130508e-01	5.166443e-02	5.869189e-01	
2  4.29448	2.890419e-01	-5.203669e-03	6.677958e-01	
5  2.83231	3.233346e-01	8.741750e-02	5.408820e-01	
3  3.3064	3.451555e-01	1.799210e-01	4.265576e-01	
4  2.7798	3.167280e-01	7.279541e-02	5.621107e-01	
1  2.77305	3.234931e-01	1.678551e-01	4.602859e-01	
3  2.32127	2.944317e-01	1.271526e-01	5.300498e-01	
1  3.29949	3.462705e-01	1.744082e-01	4.309553e-01	
1  2.99505	2.969555e-01	2.976326e-02	6.249154e-01	
2  2.88536	2.483347e-01	1.019825e-03	7.022796e-01	
8  1.84863	2.904081e-01	1.013380e-01	5.598880e-01	
2  1.7932	2.769238e-01	4.970204e-02	6.250082e-01	
4  2.03279	2.656013e-01	4.828692e-02	6.377459e-01	
3  1.76673	2.801830e-01	7.532483e-02	5.961263e-01	
1  2.49336	2.769210e-01	1.617447e-02	6.585386e-01	
3  4.13101	3.016734e-01	1.570103e-02	6.342596e-01	
1  2.17505	3.204219e-01	1.292730e-01	5.019392e-01	
2  3.07342	3.425758e-01	1.591018e-01	4.499565e-01	
8  2.7563	2.673555e-01	1.382217e-03	6.828963e-01	
9  2.17553	2.887374e-01	3.982588e-02	6.230709e-01	
3  3.36461	2.417116e-01	-1.237072e-02	7.222932e-01	
3  2.1289	2.641593e-01	2.784905e-02	6.596257e-01	
5  1.84048	3.061262e-01	9.336981e-02	5.521381e-01	
4  2.05229	2.915254e-01	1.130896e-01	5.470191e-01	
1  2.04845	2.919594e-01	1.135526e-01	5.461222e-01	
1  2.20855	2.725912e-01	2.238296e-02	6.566599e-01	
3  2.07556	2.655884e-01	3.070908e-02	6.553367e-01	
3  1.86021	2.835745e-01	4.745402e-02	6.206056e-01	
1  2.96016	2.500177e-01	4.577010e-02	6.558463e-01	
2  1.67993	2.938229e-01	8.864049e-02	5.691707e-01	
