1  60.5119	5.061834e-01	-1.215418e-02	4.578803e-01	
1  7.6148	3.006827e-01	-3.449490e-02	6.857217e-01	
2  6.06245	2.151996e-01	-3.308532e-03	7.400185e-01	
6  2.4859	3.169621e-01	7.486223e-02	5.600852e-01	
1  5.46321	2.731241e-01	1.485082e-01	5.302772e-01	
8  3.46711	2.876690e-01	1.431535e-01	5.210870e-01	
6  4.29414	2.932356e-01	1.667875e-01	4.918865e-01	
1  5.47333	3.765985e-01	1.652014e-01	4.101096e-01	
1  4.03694	3.141620e-01	1.914095e-01	4.463380e-01	
2  2.86132	3.373247e-01	1.706696e-01	4.439152e-01	
1  2.19136	3.228392e-01	1.075373e-01	5.215330e-01	
9  2.77034	3.248336e-01	1.695461e-01	4.575298e-01	
7  1.86483	2.998936e-01	1.161286e-01	5.358873e-01	
6  3.35117	2.395484e-01	-8.464901e-03	7.208261e-01	
2  2.44086	3.053113e-01	5.157727e-02	5.950210e-01	
4  2.28111	3.199282e-01	9.134644e-02	5.406349e-01	
1  2.06549	2.895830e-01	3.775230e-02	6.245743e-01	
3  2.05824	2.694824e-01	6.798249e-02	6.144447e-01	
5  2.7526	3.263611e-01	1.693272e-01	4.562212e-01	
14  1.65145	2.859390e-01	5.450440e-02	6.114661e-01	
8  1.64438	2.795484e-01	5.469598e-02	6.176651e-01	
2  2.04096	2.631406e-01	3.866323e-02	6.501057e-01	
7  1.70919	2.769048e-01	4.631389e-02	6.286908e-01	
8  2.20093	2.680791e-01	7.090319e-02	6.129272e-01	
1  3.37532	2.394804e-01	1.348069e-02	6.989484e-01	
3  1.62902	3.005279e-01	8.364045e-02	5.677412e-01	
9  1.59119	2.890556e-01	8.198930e-02	5.808646e-01	
# After 27 accepted steps: update proposal with max(R-1) = 0.239972 and jumping factor = 2.400000 
15  2.11266	3.228012e-01	1.295310e-01	4.995773e-01	
5  2.0249	3.119147e-01	8.215199e-02	5.578429e-01	
1  2.11986	2.609047e-01	3.183248e-02	6.591724e-01	
4  2.8035	2.697236e-01	9.449571e-02	5.876902e-01	
1  3.25718	2.633577e-01	9.087262e-02	5.976792e-01	
2  2.88617	2.597436e-01	7.230382e-02	6.198621e-01	
1  2.39435	2.616084e-01	6.022356e-02	6.300776e-01	
1  1.70381	2.754084e-01	5.223211e-02	6.242690e-01	
3  3.57487	2.520263e-01	6.927578e-02	6.306074e-01	
1  4.18725	2.457057e-01	6.525870e-02	6.409451e-01	
3  3.80581	2.419785e-01	4.411746e-02	6.658136e-01	
1  2.68993	2.566741e-01	5.665589e-02	6.385795e-01	
1  2.05934	2.842857e-01	1.016279e-01	5.659959e-01	
1  2.62398	3.364207e-01	1.453041e-01	4.701847e-01	
1  1.82395	3.128425e-01	1.072496e-01	5.318174e-01	
3  3.03276	2.440366e-01	1.722289e-02	6.906501e-01	
1  2.75665	2.816655e-01	1.174565e-01	5.527875e-01	
1  5.15354	2.695250e-01	1.371204e-01	5.452642e-01	
1  3.58384	3.400991e-01	2.004010e-01	4.114095e-01	
1  4.22025	3.654712e-01	1.874469e-01	3.989914e-01	
1  5.41061	3.727402e-01	1.515003e-01	4.276691e-01	
1  5.22755	3.786637e-01	2.281066e-01	3.451393e-01	
2  3.6579	3.487024e-01	2.008982e-01	4.023088e-01	
2  3.05588	3.157981e-01	1.718740e-01	4.642374e-01	
1  4.82994	3.593786e-01	2.379007e-01	3.546302e-01	
1  2.25591	3.193057e-01	1.463465e-01	4.862574e-01	
1  1.74229	3.047305e-01	1.110394e-01	5.361396e-01	
1  1.80392	3.118052e-01	1.106001e-01	5.295042e-01	
4  2.05952	3.137262e-01	8.521574e-02	5.529676e-01	
2  2.71208	3.350589e-01	1.210238e-01	4.958268e-01	
5  2.51802	3.203710e-01	1.584439e-01	4.730946e-01	
3  1.73127	3.071072e-01	1.084902e-01	5.363120e-01	
1  3.81356	2.614879e-01	-3.018907e-02	7.206107e-01	
3  5.36615	2.547621e-01	-5.847819e-02	7.556256e-01	
1  2.94624	2.504611e-01	4.518805e-02	6.562604e-01	
1  2.14372	2.612155e-01	2.331999e-02	6.673740e-01	
1  2.57832	2.534165e-01	3.848704e-02	6.600060e-01	
1  2.04293	2.666929e-01	5.800987e-02	6.272067e-01	
1  1.71312	2.860861e-01	8.806274e-02	5.777607e-01	
1  1.99098	2.797147e-01	8.996678e-02	5.822281e-01	
1  3.82162	2.484547e-01	-3.524306e-02	7.386979e-01	
2  3.3386	2.738825e-01	-1.154907e-02	6.895761e-01	
1  1.94218	3.139202e-01	9.393864e-02	5.440507e-01	
1  2.71607	3.165385e-01	1.630006e-01	4.723705e-01	
2  1.93007	2.665789e-01	3.596126e-02	6.493694e-01	
1  2.08917	3.015769e-01	5.626272e-02	5.940699e-01	
1  2.19894	2.710316e-01	1.551808e-02	6.653598e-01	
2  1.96118	2.725987e-01	2.688983e-02	6.524210e-01	
2  1.63618	3.024902e-01	9.296202e-02	5.564573e-01	
3  3.23924	2.820095e-01	1.288177e-01	5.410824e-01	
3  2.26681	3.243281e-01	1.075338e-01	5.200477e-01	
2  3.71672	3.574093e-01	1.773146e-01	4.171857e-01	
2  2.74948	3.386821e-01	1.391511e-01	4.740763e-01	
1  2.3345	2.711717e-01	1.072650e-02	6.700114e-01	
1  4.83429	3.440425e-01	8.047743e-02	5.273896e-01	
4  2.91515	3.420101e-01	1.631150e-01	4.467845e-01	
1  3.72349	3.575207e-01	1.777022e-01	4.166866e-01	
3  2.51661	3.313465e-01	1.187180e-01	5.018450e-01	
1  2.34052	3.229816e-01	9.775779e-02	5.311701e-01	
2  2.03588	3.203491e-01	1.258424e-01	5.057180e-01	
1  2.19357	2.595935e-01	2.309901e-02	6.692170e-01	
3  1.89777	2.677492e-01	3.693049e-02	6.472298e-01	
2  2.42029	3.251277e-01	1.542223e-01	4.725595e-01	
1  3.08769	3.445076e-01	1.406305e-01	4.667714e-01	
2  2.99555	3.300927e-01	9.121352e-02	5.306033e-01	
1  1.94827	2.746982e-01	2.817757e-02	6.490337e-01	
1  2.61851	3.333604e-01	1.594503e-01	4.590989e-01	
2  1.99473	3.184643e-01	1.258611e-01	5.075841e-01	
10  1.77843	2.718769e-01	4.759687e-02	6.324358e-01	
2  1.99517	3.191400e-01	1.226459e-01	5.101236e-01	
1  1.78254	3.106107e-01	1.103039e-01	5.309950e-01	
1  2.11592	3.228062e-01	1.302793e-01	4.988240e-01	
2  1.7364	3.077491e-01	9.378192e-02	5.503785e-01	
3  1.97725	2.889940e-01	1.065508e-01	5.563648e-01	
1  1.71205	2.758988e-01	4.723158e-02	6.287791e-01	
3  1.56273	2.900031e-01	7.678851e-02	5.851179e-01	
2  1.57443	2.868353e-01	7.340597e-02	5.916682e-01	
