1  13.9051	2.841917e-01	-1.057006e-01	7.734185e-01	
3  6.45759	2.326079e-01	-8.152493e-02	8.008265e-01	
3  3.42913	3.355084e-01	9.236605e-02	5.240351e-01	
11  2.4587	2.866920e-01	1.186066e-01	5.466109e-01	
7  1.82865	3.104714e-01	1.179792e-01	5.234590e-01	
4  1.86004	3.141901e-01	1.143580e-01	5.233614e-01	
28  1.7173	3.077078e-01	1.019452e-01	5.422564e-01	
3  3.58042	2.368273e-01	1.007929e-02	7.050030e-01	
4  2.05701	3.169668e-01	9.550098e-02	5.394417e-01	
2  2.49583	3.297023e-01	1.129164e-01	5.092908e-01	
8  1.75067	3.063579e-01	1.116827e-01	5.338689e-01	
2  2.39392	3.011695e-01	1.379293e-01	5.128107e-01	
1  2.3	3.282847e-01	1.272419e-01	4.963830e-01	
4  1.61523	2.918105e-01	6.531792e-02	5.947811e-01	
3  2.32268	2.561568e-01	2.706460e-02	6.686881e-01	
2  4.59641	2.666968e-01	-3.883745e-02	7.240502e-01	
2  5.77908	2.455969e-01	-6.890998e-02	7.752226e-01	
4  3.20928	2.846700e-01	2.617060e-03	6.646224e-01	
4  3.67023	3.272312e-01	6.594983e-02	5.587285e-01	
# After 19 accepted steps: update proposal with max(R-1) = 0.511577 and jumping factor = 2.400000 
4  2.1208	2.924007e-01	1.172388e-01	5.422700e-01	
2  4.47914	2.479677e-01	7.732305e-02	6.266188e-01	
1  1.66599	2.795496e-01	6.800768e-02	6.043522e-01	
1  2.51398	3.219622e-01	1.587859e-01	4.711613e-01	
2  1.64729	2.986037e-01	9.945293e-02	5.538528e-01	
1  3.41406	3.126489e-01	1.770822e-01	4.621784e-01	
3  7.16615	3.089750e-01	2.303644e-01	4.125701e-01	
2  7.7042	2.789914e-01	1.865976e-01	4.863205e-01	
2  6.25057	2.771249e-01	1.663015e-01	5.084832e-01	
3  5.1164	2.767383e-01	1.505827e-01	5.245885e-01	
4  3.03098	2.922163e-01	1.415618e-01	5.181315e-01	
1  3.87516	3.221158e-01	1.967540e-01	4.330397e-01	
1  4.57201	3.587103e-01	2.299896e-01	3.632096e-01	
2  2.85952	3.398300e-01	1.655688e-01	4.465107e-01	
2  3.04277	3.410104e-01	1.258859e-01	4.850132e-01	
1  3.0072	3.441923e-01	1.636836e-01	4.440336e-01	
2  3.29337	3.361302e-01	1.903729e-01	4.254064e-01	
1  3.36611	3.502760e-01	1.792803e-01	4.223532e-01	
8  5.22236	3.785014e-01	2.284830e-01	3.449252e-01	
4  5.02572	3.755806e-01	2.251144e-01	3.512145e-01	
1  3.18946	3.140586e-01	1.734688e-01	4.643822e-01	
1  2.68071	3.122932e-01	1.583587e-01	4.812576e-01	
1  1.70179	2.931333e-01	9.863296e-02	5.601433e-01	
2  2.47448	3.305425e-01	1.184116e-01	5.029555e-01	
3  2.08675	3.222277e-01	1.193457e-01	5.103361e-01	
1  1.8631	3.124805e-01	1.199213e-01	5.195078e-01	
1  3.03734	3.308582e-01	9.192242e-02	5.291289e-01	
1  3.41304	3.520199e-01	1.631870e-01	4.367026e-01	
1  2.26734	3.223088e-01	9.981412e-02	5.297866e-01	
2  1.99945	2.829915e-01	3.223769e-02	6.366804e-01	
1  2.03124	2.852660e-01	3.353424e-02	6.331093e-01	
1  2.06944	2.888964e-01	3.668715e-02	6.263259e-01	
1  1.75216	2.773289e-01	4.156457e-02	6.330161e-01	
3  2.68915	2.994068e-01	3.460478e-02	6.178980e-01	
