1  28.3173	1.433307e-01	-2.406421e-02	8.326431e-01	
11  22.4596	1.399343e-01	-1.349836e-01	9.469589e-01	
1  10.7275	2.404558e-01	-1.216881e-01	8.331418e-01	
4  6.30749	3.236081e-01	1.596032e-02	6.123411e-01	
1  2.67515	2.509073e-01	3.228945e-02	6.687128e-01	
4  2.89821	2.516720e-01	4.770208e-02	6.525355e-01	
1  2.99491	2.842502e-01	1.276018e-01	5.400575e-01	
1  3.05353	3.354415e-01	1.049335e-01	5.115345e-01	
1  3.47715	3.438190e-01	1.159091e-01	4.921814e-01	
11  1.88394	3.150531e-01	1.165123e-01	5.203442e-01	
5  1.72211	3.004646e-01	1.076171e-01	5.438278e-01	
16  2.45123	3.314706e-01	1.264207e-01	4.940183e-01	
2  3.60915	2.959583e-01	1.590153e-01	4.969359e-01	
1  4.5492	2.892606e-01	1.643781e-01	4.982708e-01	
1  2.39475	2.557116e-01	3.580630e-02	6.603917e-01	
7  2.13576	2.678837e-01	6.729138e-02	6.167344e-01	
1  1.74549	3.057104e-01	8.475549e-02	5.614437e-01	
6  2.53647	3.030447e-01	1.443972e-01	5.044677e-01	
3  2.45594	3.039143e-01	4.854649e-02	5.994488e-01	
6  1.9294	2.777710e-01	3.074222e-02	6.433963e-01	
3  3.52071	3.427203e-01	1.981206e-01	4.110686e-01	
# After 21 accepted steps: update proposal with max(R-1) = 0.071572 and jumping factor = 2.400000 
14  1.71097	3.024818e-01	7.879269e-02	5.706351e-01	
3  1.65598	3.039480e-01	9.493727e-02	5.530242e-01	
1  1.9022	3.037844e-01	1.215917e-01	5.265334e-01	
4  3.18284	2.508278e-01	5.499204e-02	6.460897e-01	
4  1.63373	2.987177e-01	7.734527e-02	5.758466e-01	
4  1.81711	3.125101e-01	1.060821e-01	5.333173e-01	
2  1.69002	2.821141e-01	4.828718e-02	6.215082e-01	
1  2.62836	3.255997e-01	1.642146e-01	4.620952e-01	
1  2.48417	3.066953e-01	1.469657e-01	4.982485e-01	
1  2.74828	3.186663e-01	1.655439e-01	4.676993e-01	
1  2.03349	3.084254e-01	1.315434e-01	5.119407e-01	
1  1.80464	2.798597e-01	8.085534e-02	5.911945e-01	
1  1.96747	3.127648e-01	1.291316e-01	5.100131e-01	
1  2.17875	2.714098e-01	1.647546e-02	6.640243e-01	
1  4.40382	2.446617e-01	-4.746422e-02	7.547120e-01	
1  2.97426	2.531428e-01	-1.309395e-02	7.118607e-01	
1  3.02551	2.435673e-01	6.901218e-03	7.014410e-01	
1  2.29744	2.724816e-01	1.275360e-02	6.666744e-01	
2  2.22523	3.096794e-01	1.408039e-01	5.014262e-01	
3  1.77761	2.996186e-01	6.715141e-02	5.851395e-01	
1  1.59094	2.962238e-01	7.770324e-02	5.779825e-01	
1  1.56588	2.878794e-01	7.080933e-02	5.932208e-01	
1  3.02669	2.721393e-01	-6.769807e-03	6.865400e-01	
2  4.18163	2.777547e-01	-2.194587e-02	6.961007e-01	
1  4.11273	3.242355e-01	5.052990e-02	5.771442e-01	
1  3.29345	3.490690e-01	1.510360e-01	4.518046e-01	
1  3.39088	3.514305e-01	1.751724e-01	4.253067e-01	
1  2.26729	3.128016e-01	7.312684e-02	5.659811e-01	
1  3.2549	3.211469e-01	6.224283e-02	5.685198e-01	
